HMDB ID,Name,Chemical Formula,Monoisotopic Mass
HMDB57680,"CL(16:1(9Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",C85H146O17P2,1501.00352627
HMDB57681,"CL(16:1(9Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C88H146O17P2,1537.00352627
HMDB57682,"CL(16:1(9Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C88H146O17P2,1537.00352627
HMDB57683,"CL(16:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C82H142O17P2,1460.972226142
HMDB57684,"CL(16:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",C85H146O17P2,1501.00352627
HMDB57685,"CL(16:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C88H146O17P2,1537.00352627
HMDB57686,"CL(16:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C88H146O17P2,1537.00352627
HMDB57687,"CL(16:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C82H140O17P2,1458.956576078
HMDB57688,"CL(16:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",C85H144O17P2,1498.987876206
HMDB57689,"CL(16:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C88H142O17P2,1532.972226142
HMDB57690,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",C81H138O17P2,1444.940926014
HMDB57691,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C83H140O17P2,1470.956576078
HMDB57692,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C83H140O17P2,1470.956576078
HMDB57693,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C83H138O17P2,1468.940926014
HMDB57694,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/16:1(9Z))",C79H140O17P2,1422.956576078
HMDB57695,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/18:1(11Z))",C81H144O17P2,1450.987876206
HMDB57696,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/18:1(9Z))",C81H144O17P2,1450.987876206
HMDB57697,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",C83H142O17P2,1472.972226142
HMDB57698,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/16:1(9Z))",C79H140O17P2,1422.956576078
HMDB57699,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/18:1(11Z))",C81H144O17P2,1450.987876206
HMDB57700,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/18:1(9Z))",C81H144O17P2,1450.987876206
HMDB57701,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",C83H142O17P2,1472.972226142
HMDB57702,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/16:1(9Z))",C80H140O17P2,1434.956576078
HMDB57703,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",C83H144O17P2,1474.987876206
HMDB57704,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",C84H142O17P2,1484.972226142
HMDB57705,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/16:0)",C81H140O17P2,1446.956576078
HMDB57706,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:0)",C83H144O17P2,1474.987876206
HMDB57707,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",C81H138O17P2,1444.940926014
HMDB57708,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",C83H142O17P2,1472.972226142
HMDB57709,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",C83H142O17P2,1472.972226142
HMDB57710,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z))",C84H142O17P2,1484.972226142
HMDB57711,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",C85H140O17P2,1494.956576078
HMDB57712,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C87H142O17P2,1520.972226142
HMDB57713,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C87H142O17P2,1520.972226142
HMDB57714,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C87H140O17P2,1518.956576078
HMDB57715,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",C83H140O17P2,1470.956576078
HMDB57716,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",C87H142O17P2,1520.972226142
HMDB57717,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C89H144O17P2,1546.987876206
HMDB57718,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C89H144O17P2,1546.987876206
HMDB57719,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C83H140O17P2,1470.956576078
HMDB57720,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",C87H142O17P2,1520.972226142
HMDB57721,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C89H144O17P2,1546.987876206
HMDB57722,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C89H144O17P2,1546.987876206
HMDB57723,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C83H138O17P2,1468.940926014
HMDB57724,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",C87H140O17P2,1518.956576078
HMDB57725,"CL(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C89H140O17P2,1542.956576078
HMDB57726,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C85H142O17P2,1496.972226142
HMDB57727,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C85H142O17P2,1496.972226142
HMDB57728,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C85H140O17P2,1494.956576078
HMDB57729,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/16:1(9Z))",C81H142O17P2,1448.972226142
HMDB57730,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/18:1(11Z))",C83H146O17P2,1477.00352627
HMDB57731,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/18:1(9Z))",C83H146O17P2,1477.00352627
HMDB57732,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C87H146O17P2,1525.00352627
HMDB57733,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C87H146O17P2,1525.00352627
HMDB57734,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/16:1(9Z))",C81H142O17P2,1448.972226142
HMDB57735,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/18:1(11Z))",C83H146O17P2,1477.00352627
HMDB57736,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/18:1(9Z))",C83H146O17P2,1477.00352627
HMDB57737,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C87H146O17P2,1525.00352627
HMDB57738,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C87H146O17P2,1525.00352627
HMDB57739,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/16:1(9Z))",C82H142O17P2,1460.972226142
HMDB57740,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",C85H146O17P2,1501.00352627
HMDB57741,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C88H146O17P2,1537.00352627
HMDB57742,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C88H146O17P2,1537.00352627
HMDB57743,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",C83H140O17P2,1470.956576078
HMDB57744,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",C87H142O17P2,1520.972226142
HMDB57745,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C89H144O17P2,1546.987876206
HMDB57746,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C89H144O17P2,1546.987876206
HMDB57747,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",C85H144O17P2,1498.987876206
HMDB57748,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",C87H148O17P2,1527.019176334
HMDB57749,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",C85H142O17P2,1496.972226142
HMDB57750,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",C87H146O17P2,1525.00352627
HMDB57751,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",C87H146O17P2,1525.00352627
HMDB57752,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",C88H146O17P2,1537.00352627
HMDB57753,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",C89H144O17P2,1546.987876206
HMDB57754,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C91H146O17P2,1573.00352627
HMDB57755,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C91H146O17P2,1573.00352627
HMDB57756,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C91H144O17P2,1570.987876206
HMDB57757,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",C85H144O17P2,1498.987876206
HMDB57758,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",C87H148O17P2,1527.019176334
HMDB57759,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C85H142O17P2,1496.972226142
HMDB57760,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",C87H146O17P2,1525.00352627
HMDB57761,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",C87H146O17P2,1525.00352627
HMDB57762,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",C88H146O17P2,1537.00352627
HMDB57763,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",C89H144O17P2,1546.987876206
HMDB57764,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C91H146O17P2,1573.00352627
HMDB57765,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C91H146O17P2,1573.00352627
HMDB57766,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C91H144O17P2,1570.987876206
HMDB57767,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C85H140O17P2,1494.956576078
HMDB57768,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C91H144O17P2,1570.987876206
HMDB57769,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C91H144O17P2,1570.987876206
HMDB57770,"CL(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C91H142O17P2,1568.972226142
HMDB57771,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C85H142O17P2,1496.972226142
HMDB57772,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C85H140O17P2,1494.956576078
HMDB57773,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/16:1(9Z))",C81H142O17P2,1448.972226142
HMDB57774,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/18:1(11Z))",C83H146O17P2,1477.00352627
HMDB57775,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/18:1(9Z))",C83H146O17P2,1477.00352627
HMDB57776,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C87H146O17P2,1525.00352627
HMDB57777,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C87H146O17P2,1525.00352627
HMDB57778,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/16:1(9Z))",C81H142O17P2,1448.972226142
HMDB57779,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:1(11Z))",C83H146O17P2,1477.00352627
HMDB57780,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:1(9Z))",C83H146O17P2,1477.00352627
HMDB57781,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C87H146O17P2,1525.00352627
HMDB57782,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C87H146O17P2,1525.00352627
HMDB57783,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/16:1(9Z))",C82H142O17P2,1460.972226142
HMDB57784,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",C85H146O17P2,1501.00352627
HMDB57785,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C88H146O17P2,1537.00352627
HMDB57786,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C88H146O17P2,1537.00352627
HMDB57787,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",C83H140O17P2,1470.956576078
HMDB57788,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",C87H142O17P2,1520.972226142
HMDB57789,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C89H144O17P2,1546.987876206
HMDB57790,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C89H144O17P2,1546.987876206
HMDB57791,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",C85H144O17P2,1498.987876206
HMDB57792,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:0)",C87H148O17P2,1527.019176334
HMDB57793,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))",C85H142O17P2,1496.972226142
HMDB57794,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))",C87H146O17P2,1525.00352627
HMDB57795,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))",C87H146O17P2,1525.00352627
HMDB57796,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z))",C88H146O17P2,1537.00352627
HMDB57797,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",C89H144O17P2,1546.987876206
HMDB57798,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C91H146O17P2,1573.00352627
HMDB57799,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C91H146O17P2,1573.00352627
HMDB57800,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C91H144O17P2,1570.987876206
HMDB57801,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:0)",C85H144O17P2,1498.987876206
HMDB57802,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:0)",C87H148O17P2,1527.019176334
HMDB57803,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C85H142O17P2,1496.972226142
HMDB57804,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(11Z))",C87H146O17P2,1525.00352627
HMDB57805,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",C87H146O17P2,1525.00352627
HMDB57806,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",C88H146O17P2,1537.00352627
HMDB57807,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",C89H144O17P2,1546.987876206
HMDB57808,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C91H146O17P2,1573.00352627
HMDB57809,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C91H146O17P2,1573.00352627
HMDB57810,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C91H144O17P2,1570.987876206
HMDB57811,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",C85H140O17P2,1494.956576078
HMDB57812,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C91H144O17P2,1570.987876206
HMDB57813,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C91H144O17P2,1570.987876206
HMDB57814,"CL(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C91H142O17P2,1568.972226142
HMDB57815,"CL(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C85H138O17P2,1492.940926014
HMDB57816,"CL(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/16:1(9Z))",C81H140O17P2,1446.956576078
HMDB57817,"CL(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/18:1(11Z))",C83H144O17P2,1474.987876206
HMDB57818,"CL(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/18:1(9Z))",C83H144O17P2,1474.987876206
HMDB57819,"CL(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C87H142O17P2,1520.972226142
HMDB57820,"CL(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/16:1(9Z))",C81H140O17P2,1446.956576078
HMDB57821,"CL(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:1(11Z))",C83H144O17P2,1474.987876206
HMDB57822,"CL(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/18:1(9Z))",C83H144O17P2,1474.987876206
HMDB57823,"CL(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C87H142O17P2,1520.972226142
HMDB57824,"CL(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/16:1(9Z))",C82H140O17P2,1458.956576078
HMDB57825,"CL(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",C85H144O17P2,1498.987876206
